question,sql,table_name
Find the orders with a billing date in January 2025 and a delivery date in February 2025.,"SELECT * FROM au_rmx WHERE strftime('%Y', billing_date) = '2025' AND strftime('%m', billing_date) = '01' AND strftime('%Y', del_date) = '2025' AND strftime('%m', del_date) = '02';",au_rmx
Were there any orders billed and delivered on the same day?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = del_date;,au_rmx
What's the average cost of material for each plant?,"SELECT plant_name, AVG(cost) AS average_cost FROM au_rmx GROUP BY plant_name;",au_rmx
Which material brought in the most money in total sales value?,"SELECT material, SUM(sales_net_value) AS total_sales_value FROM au_rmx GROUP BY material ORDER BY total_sales_value DESC LIMIT 1;",au_rmx
Can you find the total net sales value for orders delivered in each plant region?,"SELECT plant_region, SUM(sales_net_value) AS total_sales_net_value FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders were placed by each sales office?,"SELECT sales_office_desc, COUNT(*) AS order_count FROM au_rmx GROUP BY sales_office_desc;",au_rmx
Which plant region made the most money in total sales value?,"SELECT plant_region, SUM(sales_net_value) AS total_sales_value FROM au_rmx GROUP BY plant_region ORDER BY total_sales_value DESC LIMIT 1;",au_rmx
What's the total revenue from shipping orders for each sales office?,"SELECT sales_office_desc, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx GROUP BY sales_office_desc;",au_rmx
How many orders were billed each day in January 2025?,"SELECT strftime('%d', billing_date) AS billing_day, COUNT(*) AS order_count FROM au_rmx WHERE strftime('%Y', billing_date) = '2025' AND strftime('%m', billing_date) = '01' GROUP BY billing_day;",au_rmx
Who's the customer that spent the least money on their order?,SELECT ship_to_name FROM au_rmx ORDER BY sales_net_value ASC LIMIT 1;,au_rmx
How many orders were placed for the material 'ABCD1SW65'?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE material = 'ABCD1SW65';,au_rmx
What's the total quantity of material ordered for each plant region?,"SELECT plant_region, SUM(quantity) AS total_quantity_ordered FROM au_rmx GROUP BY plant_region;",au_rmx
How many different customers placed orders?,SELECT COUNT(DISTINCT ship_to_name) AS unique_customers_count FROM au_rmx;,au_rmx
Which sales office had the highest average sales value per order?,"SELECT sales_office_desc, AVG(sales_net_value) AS average_sales_value FROM au_rmx GROUP BY sales_office_desc ORDER BY average_sales_value DESC LIMIT 1;",au_rmx
"What's the total amount of material ordered for orders delivered on January 10, 2025?",SELECT SUM(quantity) AS total_quantity_ordered FROM au_rmx WHERE del_date = '2025-01-10';,au_rmx
How many orders were billed on each weekday in January 2025?,"SELECT strftime('%w', billing_date) AS weekday, COUNT(*) AS order_count FROM au_rmx WHERE strftime('%Y', billing_date) = '2025' AND strftime('%m', billing_date) = '01' GROUP BY weekday;",au_rmx
Find the total net sales value for orders delivered in each customer region.,"SELECT ship_to_region, SUM(sales_net_value) AS total_sales_net_value FROM au_rmx GROUP BY ship_to_region;",au_rmx
Which material was ordered the most in terms of quantity?,"SELECT material, SUM(quantity) AS total_quantity_ordered FROM au_rmx GROUP BY material ORDER BY total_quantity_ordered DESC LIMIT 1;",au_rmx
What's the average net sales value for orders delivered on each day of the week?,"SELECT strftime('%w', del_date) AS weekday, AVG(sales_net_value) AS average_sales_net_value FROM au_rmx GROUP BY weekday;",au_rmx
How many orders were placed each year?,"SELECT strftime('%Y', ord_create) AS order_year, COUNT(*) AS order_count FROM au_rmx GROUP BY order_year;",au_rmx
Find the orders billed and delivered in the same month.,"SELECT * FROM au_rmx WHERE strftime('%Y', billing_date) = strftime('%Y', del_date) AND strftime('%m', billing_date) = strftime('%m', del_date);",au_rmx
Which plant had the highest total net sales value?,"SELECT plant_name, SUM(sales_net_value) AS total_sales_net_value FROM au_rmx GROUP BY plant_name ORDER BY total_sales_net_value DESC LIMIT 1;",au_rmx
How many orders have a material description containing the word 'CONCRETE'?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE material_description LIKE '%CONCRETE%';,au_rmx
What's the total net sales value for orders delivered in each month of January 2025?,"SELECT strftime('%d', del_date) AS day, SUM(sales_net_value) AS total_sales_net_value FROM au_rmx WHERE strftime('%Y', del_date) = '2025' AND strftime('%m', del_date) = '01' GROUP BY day;",au_rmx
How much money did we make from orders in April 2023?,SELECT SUM(sales_net_value) AS total_sales_value FROM au_rmx WHERE billing_date >= '2023-04-01' AND billing_date <= '2023-04-30';,au_rmx
How many orders went to 'NYC'?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ship_to_region = 'NYC';,au_rmx
"On average, how much stuff did people order in each transaction?",SELECT AVG(quantity) AS average_quantity_ordered FROM au_rmx;,au_rmx
How many orders did 'John' bill?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE account_manager = 'John';,au_rmx
Who are the top 3 customers spending the most on shipping in January?,"SELECT ship_to_name, SUM(freight_net_value) AS total_freight_cost FROM au_rmx WHERE billing_date >= '2023-01-01' AND billing_date <= '2023-01-31' GROUP BY ship_to_name ORDER BY total_freight_cost DESC LIMIT 3;",au_rmx
How many orders were delivered in June 2023?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date >= '2023-06-01' AND del_date <= '2023-06-30';,au_rmx
What's the average money we make per order?,SELECT AVG(sales_net_value) AS average_sales_value_per_order FROM au_rmx;,au_rmx
How much did we spend on materials in the 'TX' region?,SELECT SUM(cost) AS total_cost_in_tx FROM au_rmx WHERE plant_region = 'TX';,au_rmx
How many orders have a delivery date later than the billing date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date > billing_date;,au_rmx
Can you show customers who ordered in more than one place?,"SELECT ship_to_name, COUNT(DISTINCT ship_to_region) AS region_count FROM au_rmx GROUP BY ship_to_name HAVING region_count > 1;",au_rmx
"How many orders were worth more than $10,000?",SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value > 10000;,au_rmx
How many orders didn't make a profit?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value - cost < 0;,au_rmx
How many orders were worth more than the average order?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value > (SELECT AVG(sales_net_value) FROM au_rmx);,au_rmx
How much money did we make from each type of material?,"SELECT material_description, SUM(sales_net_value) AS total_sales_by_material FROM au_rmx GROUP BY material_description;",au_rmx
How many orders had more than 100 items?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity > 100;,au_rmx
Who ordered the most stuff?,"SELECT ship_to_name, MAX(quantity) AS max_quantity_ordered FROM au_rmx GROUP BY ship_to_name ORDER BY max_quantity_ordered DESC LIMIT 1;",au_rmx
How many orders are missing a delivery date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date IS NULL;,au_rmx
What did 'ABC' order?,SELECT DISTINCT material FROM au_rmx WHERE ship_to_name = 'ABC';,au_rmx
How many orders had zero items?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity = 0;,au_rmx
Can you show how much money we made in different plant regions?,"SELECT plant_region, SUM(sales_net_value) AS total_sales_by_region FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders did the sales office 'SO123' handle?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_office = 'SO123';,au_rmx
How many orders are missing a billing date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date IS NULL;,au_rmx
Can you show customers who ordered in every region?,SELECT ship_to_name FROM au_rmx GROUP BY ship_to_name HAVING COUNT(DISTINCT ship_to_region) = (SELECT COUNT(DISTINCT ship_to_region) FROM au_rmx);,au_rmx
How many orders were worth less than the average order?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value < (SELECT AVG(sales_net_value) FROM au_rmx);,au_rmx
How much money did we make from each sales office?,"SELECT sales_office, SUM(sales_net_value) AS total_sales_by_office FROM au_rmx GROUP BY sales_office;",au_rmx
How many orders had between 50 and 100 items?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity BETWEEN 50 AND 100;,au_rmx
What's the average cost to ship in each plant region?,"SELECT plant_region, AVG(freight_net_value) AS average_freight_cost FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders had the same billing and delivery dates?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = del_date;,au_rmx
How much money did we make from each type of material?,"SELECT material, SUM(sales_net_value) AS total_sales_by_material FROM au_rmx GROUP BY material;",au_rmx
How many orders did 'XYZ' place in January?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ship_to_name = 'XYZ' AND billing_date >= '2023-01-01' AND billing_date <= '2023-01-31';,au_rmx
How many orders are there in total?,SELECT COUNT(*) AS total_orders FROM au_rmx;,au_rmx
When was the first and last order in the data?,"SELECT MIN(ord_create) AS earliest_order_date, MAX(ord_create) AS latest_order_date FROM au_rmx;",au_rmx
What's the average money we make on each order?,SELECT AVG(sales_net_value) AS average_sales_value FROM au_rmx;,au_rmx
How many orders went to each region?,"SELECT ship_to_region, COUNT(*) AS order_count FROM au_rmx GROUP BY ship_to_region;",au_rmx
How much did all the orders cost?,SELECT SUM(cost) AS total_cost FROM au_rmx;,au_rmx
How many orders were worth more than $1000?,SELECT COUNT(*) AS high_value_orders FROM au_rmx WHERE sales_net_value > 1000;,au_rmx
How many orders went to 'ABC' and were worth more than $5000?,SELECT COUNT(*) AS high_value_orders_abc FROM au_rmx WHERE ship_to_region = 'ABC' AND sales_net_value > 5000;,au_rmx
Who are the top 3 customers making us the most money?,"SELECT ship_to_name, SUM(sales_net_value) AS total_sales_value FROM au_rmx GROUP BY ship_to_name ORDER BY total_sales_value DESC LIMIT 3;",au_rmx
How many orders mention the word 'steel' in the description?,SELECT COUNT(*) AS steel_orders FROM au_rmx WHERE LOWER(material_description) LIKE '%steel%';,au_rmx
"How much money did we make on February 15, 2025?",SELECT SUM(sales_net_value) AS total_sales_value FROM au_rmx WHERE billing_date = '2025-02-15';                                                        ,au_rmx
"How much money did we make from orders billed on December 1, 2024?",SELECT SUM(sales_net_value) AS total_sales_value FROM au_rmx WHERE billing_date = '2024-12-01';                                                        ,au_rmx
"How many orders were billed on March 10, 2025?",SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = '2025-03-10';                                                                         ,au_rmx
How much money did we make from each type of material?,"SELECT material, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY material;",au_rmx
How many orders were invoiced on a particular day?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = 'specific_date';,au_rmx
How much stuff did each customer order in total?,"SELECT ship_to, ship_to_name, SUM(quantity) AS total_quantity FROM au_rmx GROUP BY ship_to, ship_to_name;",au_rmx
How much did we earn from shipping in a specific area?,"SELECT ship_to_region, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx WHERE ship_to_region = 'specific_region';",au_rmx
How many orders were dropped off on a specific day?,SELECT COUNT(*) AS delivered_orders FROM au_rmx WHERE del_date = 'specific_date';,au_rmx
What's the average cost of materials for each factory?,"SELECT plant, plant_name, AVG(cost) AS average_cost FROM au_rmx GROUP BY plant, plant_name;",au_rmx
How much money did we make and spend on shipping in a specific sales office?,"SELECT sales_office, sales_office_desc, SUM(sales_net_value) AS total_sales, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office, sales_office_desc;",au_rmx
How many orders did a specific account manager place?,"SELECT account_manager, COUNT(*) AS order_count FROM au_rmx WHERE account_manager = 'specific_manager';",au_rmx
How much of a specific item did people order in a particular region?,"SELECT material, ship_to_region, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
What's the highest amount of money we made from selling any type of material?,SELECT MAX(sales_net_value) AS highest_sales_value FROM au_rmx;,au_rmx
How many orders have to be delivered before a certain day?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date < 'specific_date';,au_rmx
How much money did we make from a specific customer?,"SELECT ship_to, ship_to_name, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE ship_to = 'specific_customer' GROUP BY ship_to, ship_to_name;",au_rmx
What's the average quantity people order for each type of material?,"SELECT material, AVG(quantity) AS average_quantity FROM au_rmx GROUP BY material;",au_rmx
How many orders were invoiced in a specific factory area?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE plant_region = 'specific_region';,au_rmx
How much did it cost to ship a particular type of material?,"SELECT material, SUM(freight_net_value) AS total_freight_cost FROM au_rmx WHERE material = 'specific_material' GROUP BY material;",au_rmx
Can you show me the orders with billing dates between two specific days?,SELECT * FROM au_rmx WHERE billing_date BETWEEN 'start_date' AND 'end_date';,au_rmx
What's the average cost of materials for a specific sales office?,"SELECT sales_office, AVG(cost) AS average_cost FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office;",au_rmx
How many orders did customers in a particular area place?,"SELECT ship_to_region, COUNT(*) AS order_count FROM au_rmx WHERE ship_to_region = 'specific_region' GROUP BY ship_to_region;",au_rmx
How much of a specific item was ordered in a certain factory?,"SELECT material, plant, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND plant = 'specific_plant' GROUP BY material, plant;",au_rmx
How much money did we make from each account manager?,"SELECT account_manager, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY account_manager;",au_rmx
How many orders need to be delivered after a certain day?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date > 'specific_date';,au_rmx
How much money did we make from a specific type of material in a specific region?,"SELECT material, ship_to_region, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
How much did we earn from shipping in each factory?,"SELECT plant, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx GROUP BY plant;",au_rmx
How many orders were invoiced by a specific sales office?,"SELECT sales_office, COUNT(*) AS order_count FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office;",au_rmx
How much of each item was ordered in each factory area?,"SELECT plant_region, SUM(quantity) AS total_quantity FROM au_rmx GROUP BY plant_region;",au_rmx
Can you show me the orders with a specific item description?,SELECT * FROM au_rmx WHERE material_description = 'specific_description';,au_rmx
What's the highest quantity ordered for any type of material?,SELECT MAX(quantity) AS highest_quantity FROM au_rmx;,au_rmx
How many orders were delivered to a specific factory?,SELECT COUNT(*) AS delivered_orders FROM au_rmx WHERE plant = 'specific_plant';,au_rmx
What's the average money we make for each type of material in a specific region?,"SELECT material, ship_to_region, AVG(sales_net_value) AS average_sales FROM au_rmx WHERE ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
How much does it cost for a specific type of material in a specific factory area?,"SELECT material, plant_region, SUM(cost) AS total_cost FROM au_rmx WHERE material = 'specific_material' AND plant_region = 'specific_region' GROUP BY material, plant_region;",au_rmx
How many orders were placed on a certain day?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ord_create = 'specific_date';,au_rmx
How much money did we make from a specific customer in a specific region?,"SELECT ship_to, ship_to_name, ship_to_region, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE ship_to = 'specific_customer' AND ship_to_region = 'specific_region' GROUP BY ship_to, ship_to_name, ship_to_region;",au_rmx
How much did it cost to ship each type of material?,"SELECT material, SUM(freight_net_value) AS total_freight_cost FROM au_rmx GROUP BY material;",au_rmx
How many orders were invoiced for a specific type of material in a specific region?,"SELECT material, ship_to_region, COUNT(*) AS order_count FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
How much of a specific item was ordered in a specific sales office?,"SELECT material, sales_office, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND sales_office = 'specific_office' GROUP BY material, sales_office;",au_rmx
How much money did we make from orders in each factory area?,"SELECT plant_region, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders were invoiced for a specific type of material in a specific factory?,"SELECT material, plant, COUNT(*) AS order_count FROM au_rmx WHERE material = 'specific_material' AND plant = 'specific_plant' GROUP BY material, plant;",au_rmx
How much does it cost for a specific customer?,"SELECT ship_to, ship_to_name, SUM(cost) AS total_cost FROM au_rmx WHERE ship_to = 'specific_customer' GROUP BY ship_to, ship_to_name;",au_rmx
What are the total sales values for each material?,"SELECT material, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY material;",au_rmx
How many orders were billed on a specific date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = 'specific_date';,au_rmx
What is the total quantity of material ordered by each customer?,"SELECT ship_to, ship_to_name, SUM(quantity) AS total_quantity FROM au_rmx GROUP BY ship_to, ship_to_name;",au_rmx
Give me the total freight revenue for a specific region.,"SELECT ship_to_region, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx WHERE ship_to_region = 'specific_region';",au_rmx
How many orders were delivered on a specific date?,SELECT COUNT(*) AS delivered_orders FROM au_rmx WHERE del_date = 'specific_date';,au_rmx
What is the average cost of materials for each plant?,"SELECT plant, plant_name, AVG(cost) AS average_cost FROM au_rmx GROUP BY plant, plant_name;",au_rmx
Give me the total sales value and freight revenue for a specific sales office.,"SELECT sales_office, sales_office_desc, SUM(sales_net_value) AS total_sales, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office, sales_office_desc;",au_rmx
How many orders were placed by a specific account manager?,"SELECT account_manager, COUNT(*) AS order_count FROM au_rmx WHERE account_manager = 'specific_manager';",au_rmx
What is the total quantity ordered for a specific material in a specific region?,"SELECT material, ship_to_region, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
What is the highest sales value among all materials?,SELECT MAX(sales_net_value) AS highest_sales_value FROM au_rmx;,au_rmx
How many orders have a delivery date before a specific date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date < 'specific_date';,au_rmx
What is the total sales value for a specific customer?,"SELECT ship_to, ship_to_name, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE ship_to = 'specific_customer' GROUP BY ship_to, ship_to_name;",au_rmx
Give me the average quantity ordered for each material.,"SELECT material, AVG(quantity) AS average_quantity FROM au_rmx GROUP BY material;",au_rmx
How many orders were billed in a specific plant region?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE plant_region = 'specific_region';,au_rmx
What is the total freight cost for a specific material?,"SELECT material, SUM(freight_net_value) AS total_freight_cost FROM au_rmx WHERE material = 'specific_material' GROUP BY material;",au_rmx
Give me the orders with a billing date between two specific dates.,SELECT * FROM au_rmx WHERE billing_date BETWEEN 'start_date' AND 'end_date';,au_rmx
What is the average cost of materials for a specific sales office?,"SELECT sales_office, AVG(cost) AS average_cost FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office;",au_rmx
How many orders were placed by customers in a specific region?,"SELECT ship_to_region, COUNT(*) AS order_count FROM au_rmx WHERE ship_to_region = 'specific_region' GROUP BY ship_to_region;",au_rmx
What is the total quantity ordered for a specific material in a specific plant?,"SELECT material, plant, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND plant = 'specific_plant' GROUP BY material, plant;",au_rmx
Give me the total sales value for each account manager.,"SELECT account_manager, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY account_manager;",au_rmx
How many orders have a delivery date after a specific date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date > 'specific_date';,au_rmx
What is the total sales value for a specific material in a specific region?,"SELECT material, ship_to_region, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
Give me the total freight revenue for each plant.,"SELECT plant, SUM(freight_revenue) AS total_freight_revenue FROM au_rmx GROUP BY plant;",au_rmx
How many orders were billed by a specific sales office?,"SELECT sales_office, COUNT(*) AS order_count FROM au_rmx WHERE sales_office = 'specific_office' GROUP BY sales_office;",au_rmx
What is the total quantity ordered for each plant region?,"SELECT plant_region, SUM(quantity) AS total_quantity FROM au_rmx GROUP BY plant_region;",au_rmx
Give me the orders with a specific material description.,SELECT * FROM au_rmx WHERE material_description = 'specific_description';,au_rmx
What is the highest quantity ordered among all materials?,SELECT MAX(quantity) AS highest_quantity FROM au_rmx;,au_rmx
How many orders were delivered to a specific plant?,SELECT COUNT(*) AS delivered_orders FROM au_rmx WHERE plant = 'specific_plant';,au_rmx
What is the average sales value for each material in a specific region?,"SELECT material, ship_to_region, AVG(sales_net_value) AS average_sales FROM au_rmx WHERE ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
Give me the total cost for a specific material in a specific plant region.,"SELECT material, plant_region, SUM(cost) AS total_cost FROM au_rmx WHERE material = 'specific_material' AND plant_region = 'specific_region' GROUP BY material, plant_region;",au_rmx
How many orders were placed on a specific order date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ord_create = 'specific_date';,au_rmx
What is the total sales value for a specific customer in a specific region?,"SELECT ship_to, ship_to_name, ship_to_region, SUM(sales_net_value) AS total_sales FROM au_rmx WHERE ship_to = 'specific_customer' AND ship_to_region = 'specific_region' GROUP BY ship_to, ship_to_name, ship_to_region;",au_rmx
Give me the total freight cost for each material.,"SELECT material, SUM(freight_net_value) AS total_freight_cost FROM au_rmx GROUP BY material;",au_rmx
How many orders were billed for a specific material in a specific region?,"SELECT material, ship_to_region, COUNT(*) AS order_count FROM au_rmx WHERE material = 'specific_material' AND ship_to_region = 'specific_region' GROUP BY material, ship_to_region;",au_rmx
What is the total quantity ordered for a specific material in a specific sales office?,"SELECT material, sales_office, SUM(quantity) AS total_quantity FROM au_rmx WHERE material = 'specific_material' AND sales_office = 'specific_office' GROUP BY material, sales_office;",au_rmx
Give me the total sales value for each plant region.,"SELECT plant_region, SUM(sales_net_value) AS total_sales FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders were billed for a specific material in a specific plant?,"SELECT material, plant, COUNT(*) AS order_count FROM au_rmx WHERE material = 'specific_material' AND plant = 'specific_plant' GROUP BY material, plant;",au_rmx
What is the total cost for a specific customer?,"SELECT ship_to, ship_to_name, SUM(cost) AS total_cost FROM au_rmx WHERE ship_to = 'specific_customer' GROUP BY ship_to, ship_to_name;",au_rmx
What is the total sales value for orders billed in April 2023?,SELECT SUM(sales_net_value) AS total_sales_value FROM au_rmx WHERE billing_date >= '2023-04-01' AND billing_date <= '2023-04-30';,au_rmx
How many orders were shipped to the 'NYC' region?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ship_to_region = 'NYC';,au_rmx
What is the average quantity of material ordered across all transactions?,SELECT AVG(quantity) AS average_quantity_ordered FROM au_rmx;,au_rmx
How many orders were billed by the account manager 'John'?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE account_manager = 'John';,au_rmx
Who are the top 3 customers in terms of freight cost for orders in January?,"SELECT ship_to_name, SUM(freight_net_value) AS total_freight_cost FROM au_rmx WHERE billing_date >= '2023-01-01' AND billing_date <= '2023-01-31' GROUP BY ship_to_name ORDER BY total_freight_cost DESC LIMIT 3;",au_rmx
How many orders were delivered in June 2023?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date >= '2023-06-01' AND del_date <= '2023-06-30';,au_rmx
What is the average sales value per order?,SELECT AVG(sales_net_value) AS average_sales_value_per_order FROM au_rmx;,au_rmx
What is the total cost of materials sold in the 'TX' region?,SELECT SUM(cost) AS total_cost_in_tx FROM au_rmx WHERE plant_region = 'TX';,au_rmx
How many orders have a delivery date later than the billing date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date > billing_date;,au_rmx
Can you list customers who have placed orders in more than one region?,"SELECT ship_to_name, COUNT(DISTINCT ship_to_region) AS region_count FROM au_rmx GROUP BY ship_to_name HAVING region_count > 1;",au_rmx
"How many orders have a sales value greater than $10,000?",SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value > 10000;,au_rmx
How many orders have a negative profit?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value - cost < 0;,au_rmx
How many orders have a sales value greater than the average sales value?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value > (SELECT AVG(sales_net_value) FROM au_rmx);,au_rmx
What is the total sales value for each material description?,"SELECT material_description, SUM(sales_net_value) AS total_sales_by_material FROM au_rmx GROUP BY material_description;",au_rmx
How many orders have a quantity greater than 100?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity > 100;,au_rmx
Which customer has ordered the highest quantity of materials?,"SELECT ship_to_name, MAX(quantity) AS max_quantity_ordered FROM au_rmx GROUP BY ship_to_name ORDER BY max_quantity_ordered DESC LIMIT 1;",au_rmx
How many orders have a missing delivery date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE del_date IS NULL;,au_rmx
What materials did the customer 'ABC' order?,SELECT DISTINCT material FROM au_rmx WHERE ship_to_name = 'ABC';,au_rmx
How many orders have a quantity of zero?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity = 0;,au_rmx
Can you provide a breakdown of total sales based on different plant regions?,"SELECT plant_region, SUM(sales_net_value) AS total_sales_by_region FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders were handled by the sales office 'SO123'?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_office = 'SO123';,au_rmx
How many orders have a missing billing date?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date IS NULL;,au_rmx
Can you list customers who have placed orders in every region?,SELECT ship_to_name FROM au_rmx GROUP BY ship_to_name HAVING COUNT(DISTINCT ship_to_region) = (SELECT COUNT(DISTINCT ship_to_region) FROM au_rmx);,au_rmx
How many orders have a sales value less than the average sales value?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE sales_net_value < (SELECT AVG(sales_net_value) FROM au_rmx);,au_rmx
What is the total sales value for each sales office?,"SELECT sales_office, SUM(sales_net_value) AS total_sales_by_office FROM au_rmx GROUP BY sales_office;",au_rmx
How many orders have a quantity between 50 and 100?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE quantity BETWEEN 50 AND 100;,au_rmx
What is the average freight cost for each plant region?,"SELECT plant_region, AVG(freight_net_value) AS average_freight_cost FROM au_rmx GROUP BY plant_region;",au_rmx
How many orders have the same billing and delivery dates?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE billing_date = del_date;,au_rmx
What is the total sales value for each material?,"SELECT material, SUM(sales_net_value) AS total_sales_by_material FROM au_rmx GROUP BY material;",au_rmx
How many orders did the customer 'XYZ' place in January?,SELECT COUNT(*) AS order_count FROM au_rmx WHERE ship_to_name = 'XYZ' AND billing_date >= '2023-01-01' AND billing_date <= '2023-01-31';,au_rmx
How many orders are there in the dataset?,SELECT COUNT(*) AS total_orders FROM au_rmx;,au_rmx
What are the earliest and latest order dates in the dataset?,"SELECT MIN(ord_create) AS earliest_order_date, MAX(ord_create) AS latest_order_date FROM au_rmx;",au_rmx
What is the average sales value of all orders?,SELECT AVG(sales_net_value) AS average_sales_value FROM au_rmx;,au_rmx
How many orders were delivered to each region?,"SELECT ship_to_region, COUNT(*) AS order_count FROM au_rmx GROUP BY ship_to_region;",au_rmx
What is the total cost of all orders?,SELECT SUM(cost) AS total_cost FROM au_rmx;,au_rmx
How many orders have a sales value greater than $1000?,SELECT COUNT(*) AS high_value_orders FROM au_rmx WHERE sales_net_value > 1000;,au_rmx
How many orders were shipped to the 'ABC' region with a sales value greater than $5000?,SELECT COUNT(*) AS high_value_orders_abc FROM au_rmx WHERE ship_to_region = 'ABC' AND sales_net_value > 5000;,au_rmx
Who are the top 3 customers based on total sales value?,"SELECT ship_to_name, SUM(sales_net_value) AS total_sales_value FROM au_rmx GROUP BY ship_to_name ORDER BY total_sales_value DESC LIMIT 3;",au_rmx
How many orders have a material description containing the word 'steel'?,SELECT COUNT(*) AS steel_orders FROM au_rmx WHERE LOWER(material_description) LIKE '%steel%';,au_rmx
